Id,first_name,last_name,email,Address,Country,Branch,Currency,Salary,LOF_Outlier,Distance_Outlier
100135,Maressa,Commucci,mcommucci3e@techcrunch.com,3 Prairieview Alley,Mexico,4,MXD,40,7.147468918,FALSE
100136,Aurel,Bertelmot,abertelmots@live.com,57 Eagan Park,U.S.A.,1,USD,19567,1.039453742,FALSE
100137,Asa,Aleksandrev,aaleksandrev1h@msu.edu,001 Green Street,Germany,2,EUR,42000,1.480466996,FALSE
100138,Robinetta,Narracott,rnarracott2u@usgs.gov,67124 Laurel Road,China,3,CHY,150000,1.056287602,FALSE
100139,Burton,Dudden,bdudden39@japanpost.jp,050 Nova Court,Mexico,4,INR,45999,0.877645183,FALSE
100140,Falkner,Horlick,fhorlick3b@yandex.ru,0245 Ruskin Trail,Mexico,4,MXD,29000,1.031902331,FALSE
100141,Maddi,Peres,mperes3w@comcast.net,2 Crownhardt Street,Mexico,4,MXD,24500,1.162572037,FALSE
100142,Rodge,Sarfass,rsarfass3d@wired.com,82 7th Hill,Mexico,4,MXD,15999,1.399639237,FALSE
100143,Alison,Lampert,alamperte@list-manage.com,78 Express Plaza,U.S.A.,1,USD,27000,1.244752098,FALSE
100144,Yulma,Peyntue,ypeyntue26@mayoclinic.com,3257 American Crossing,China,3,CHY,150000,1.001068515,FALSE
100145,Reade,McCumesky,rmccumesky2y@list-manage.com,6766 Schmedeman Road,China,3,CHY,150000,0.975296042,FALSE
100146,Maximilian,Camies,mcamiesv@so-net.ne.jp,7201 Cambridge Park,U.S.A.,1,USD,4000,5.542795937,FALSE
100147,Sloane,Andrzejak,sandrzejak3t@netlog.com,44 Troy Crossing,Mexico,4,MXD,40500,1.203712976,FALSE
100148,Carlye,Blunsen,cblunsen1o@admin.ch,8131 Stephen Park,Germany,2,EUR,59500,1.317062279,FALSE
100149,Darcy,Addie,daddie1k@jalbum.net,836 Marquette Pass,Germany,2,EUR,60500999,871.7247963,TRUE
100150,Cissy,Duley,cduley38@fotki.com,198 Westerfield Way,Mexico,4,MXD,18000,1.060462726,FALSE
100151,Ingmar,Durward,idurwardd@jimdo.com,38 Badeau Road,U.S.A.,1,USD,30000,0.982657231,FALSE
100152,Brittan,Timson,btimson32@yellowbook.com,9 Crownhardt Way,China,3,CHY,150000,1.081883761,FALSE
100153,Malvin,Houdmont,mhoudmont2k@google.it,654 7th Drive,China,3,CHY,190000,320.9844232,FALSE
100154,Murdock,Foucher,mfoucher3i@reverbnation.com,84969 Waubesa Place,Mexico,4,MXD,39000,0.976966629,FALSE
100155,Alberik,Statton,astatton2a@stanford.edu,822 Elka Crossing,China,3,CHY,190000,298.0793005,FALSE
100156,Lemmie,Nitti,lnitti0@wordpress.org,20 Butterfield Junction,U.S.A.,1,USD,67000,1.09149243,FALSE
100157,Trenton,Keepence,tkeepence1y@skype.com,27518 Merry Place,Germany,2,EUR,49000,0.99236055,FALSE
100158,Berny,Peschka,bpeschka2l@webs.com,8 Ridgeway Alley,China,3,CHY,500000,18.78230056,TRUE
100159,Bibbye,Fallis,bfallis1a@blogspot.com,05 Kedzie Avenue,Germany,2,EUR,89000,1.078083561,FALSE
100160,Aymer,Kilsby,akilsbya@scribd.com,3 Washington Hill,U.S.A.,1,USD,32000,1.034167236,FALSE
100161,Lorrie,Ogbourne,logbourne3r@time.com,52 Grover Alley,Mexico,4,MXD,31000,0.944077086,FALSE
100162,Zora,Brewin,zbrewin2h@netvibes.com,0281 Hintze Plaza,China,3,CHY,320000,379.483723,FALSE
100163,Zenia,Aries,zaries31@ehow.com,67 Ridgeview Avenue,China,3,CHY,150000,0.960455242,FALSE
100164,Matilde,Simmell,msimmell3f@seattletimes.com,08 Messerschmidt Street,Mexico,4,MXD,25000,1.147104212,FALSE
100165,Gusti,Betz,gbetz45@reverbnation.com,24821 Amoth Circle,Mexico,4,MXD,17800,1.094183049,FALSE
100166,Cal,Pettendrich,cpettendrich36@multiply.com,11 Surrey Drive,Mexico,4,MXD,34000,1.197593128,FALSE
100167,Gilemette,MacKissack,gmackissack20@zdnet.com,6899 Weeping Birch Park,Germany,2,EUR,60000,1.239140069,FALSE
100168,Lazaro,Mudle,lmudle2t@dion.ne.jp,12744 Pierstorff Trail,China,3,CHY,150000,0.999768698,FALSE
100169,Chelsie,Mulles,cmulles3x@amazon.co.uk,8 Talmadge Circle,Mexico,6,MXD,36000,0.994986523,FALSE
100170,Arthur,Risman,arisman19@globo.com,6 Northwestern Junction,Germany,2,EUR,72000,1.053118441,FALSE
100171,Sibby,Sheeran,ssheeran3z@cam.ac.uk,87502 Moland Hill,Mexico,4,MXD,75000,1.693149897,FALSE
100172,Kerrie,Middlehurst,kmiddlehurstl@bigcartel.com,59845 Green Ridge Way,U.S.A.,1,USD,86000,1.172135724,FALSE
100173,Temp,Geratt,tgerattb@cyberchimps.com,262 Bonner Plaza,U.S.A.,1,USD,100000,1.288893328,FALSE
100174,Lenora,Beggan,lbeggan1i@howstuffworks.com,36266 Clarendon Alley,Germany,2,EUR,37028,1.116993432,FALSE
100175,Micheil,Mendez,mmendez2q@earthlink.net,6423 Sauthoff Alley,China,3,CHY,140000,250.2651122,FALSE
100176,Brinn,Barracks,bbarracks1q@examiner.com,9782 Dovetail Park,Germany,2,EUR,70000,0.943570137,FALSE
100177,Johan,Cherrie,jcherriep@twitter.com,616 Barby Pass,U.S.A.,1,USD,22000,1.093232477,FALSE
100178,Shell,Dadge,sdadge3h@ezinearticles.com,70 Arrowood Way,Mexico,4,MXD,54000,1.501987271,FALSE
100179,Cherise,Wellman,cwellman3j@ucsd.edu,03592 Schiller Park,Mexico,4,MXD,24500,1.162369099,FALSE
100180,Richmond,Pretsell,rpretsell1l@fc2.com,97908 Canary Trail,Germany,2,EUR,51600,1.289278557,FALSE
100181,Marris,Reace,mreace15@statcounter.com,43753 Forest Run Lane,Germany,2,EUR,33163,1.212511889,FALSE
100182,Kathie,Berndtsson,kberndtsson5@usnews.com,05802 Meadow Ridge Alley,U.S.A.,1,USD,21000,1.053432256,FALSE
100183,Tina,Savage,tsavage2z@netlog.com,65079 Loomis Pass,China,3,CHY,150000,0.94859768,FALSE
100184,Hobart,Truscott,htruscott12@hao123.com,5 Loftsgordon Drive,Germany,2,EUR,44785,1.01506575,FALSE
100185,Melantha,Butland,mbutland10@theatlantic.com,28 School Way,U.S.A.,1,USD,100000,1.288866628,FALSE
100186,Camile,Hegg,chegg3s@deliciousdays.com,382 Buell Lane,Mexico,4,MXD,34000,1.197546436,FALSE
100187,Elsworth,Skells,eskells35@spotify.com,54486 Carberry Park,Mexico,4,CHY,150000,0.923852667,FALSE
100188,Obed,Yesinov,oyesinov2f@adobe.com,606 Farragut Hill,China,3,CHY,890000,18.60071378,TRUE
100189,Marjie,Phython,mphythonu@macromedia.com,24819 Carey Place,U.S.A.,1,USD,35000,1.141723864,FALSE
100190,Jameson,Lerigo,jlerigo2x@comsenz.com,26 Graedel Street,China,3,CHY,150000,0.923877381,FALSE
100191,Natty,Visick,nvisick1u@lulu.com,2 Merry Avenue,Germany,2,EUR,95000,1.177171574,FALSE
100192,Clarissa,Munning,cmunning27@google.com.au,98855 Carpenter Junction,China,3,CHY,360000,317.8313741,FALSE
100193,Siegfried,Ingledow,singledown@lulu.com,4792 Victoria Trail,U.S.A.,1,USD,30000,0.925457263,FALSE
100194,Boigie,Daouze,bdaouze3n@livejournal.com,01783 Veith Trail,Mexico,4,MXD,15000,1.69920203,FALSE
100195,Marline,Goatman,mgoatman28@wikia.com,936 Canary Way,China,3,CHY,150000,1.041141551,FALSE
100196,Darryl,Hanscombe,dhanscombeq@theglobeandmail.com,4 Old Shore Lane,U.S.A.,1,USD,50000,1.103537455,FALSE
100197,Muffin,Balsellie,mbalsellie37@indiegogo.com,0589 Ludington Crossing,Mexico,4,MXD,30000,0.925465849,FALSE
100198,Fawn,Onge,fonge6@deviantart.com,3966 Banding Park,U.S.A.,1,USD,80000,1.713837366,FALSE
100199,Gaspard,Benardet,gbenardet41@alexa.com,21 Annamark Hill,Mexico,4,MXD,40000,1.114300068,FALSE
100200,Corbett,Cardo,ccardow@cargocollective.com,827 Havey Center,U.S.A.,1,USD,62000,1.166943366,FALSE
100201,Ingeberg,Scholcroft,ischolcroft33@rakuten.co.jp,76 Red Cloud Plaza,China,3,CHY,150000,1.014733224,FALSE
100202,Sayre,Joust,sjoust25@tamu.edu,025 Schiller Drive,China,3,CHY,240000,428.3742704,FALSE
100203,Seth,Gobbett,sgobbett9@ezinearticles.com,00 Stephen Crossing,U.S.A.,1,USD,24000,1.240256297,FALSE
100204,Misha,Tunna,mtunnaj@dailymotion.com,15 Kipling Drive,U.S.A.,1,USD,32000999,468.2491866,TRUE
100205,Lamar,Smither,lsmither3m@cpanel.net,9 Arizona Park,Mexico,4,MXD,27500,1.194029652,FALSE
100206,Celeste,Tabbitt,ctabbitt2o@privacy.gov.au,10 Moland Circle,China,3,CHY,190000,286.9193793,FALSE
100207,Carlie,Matschke,cmatschkeg@yellowbook.com,34 Gina Place,U.S.A.,1,USD,18000,1.076290318,FALSE
100208,Humberto,Stranieri,hstranieri1j@bbb.org,6 Surrey Parkway,Germany,2,EUR,46000,0.873284394,FALSE
100209,Carmine,Juleff,cjuleff3o@amazon.com,066 Dahle Pass,Mexico,4,MXD,18000,1.07629542,FALSE
100210,Cherise,Wison,cwison2v@php.net,7984 Coleman Park,China,3,CHY,150000,1.136457328,FALSE
100211,Helyn,Dassindale,hdassindale3v@google.ru,84 Crest Line Parkway,Mexico,4,MXD,28000,1.031500674,FALSE
100212,Gabriel,Paradise,gparadiseh@wordpress.com,852 Pleasure Hill,U.S.A.,1,USD,56000,1.397902717,FALSE
100213,Tracey,Dunster,tdunster3y@surveymonkey.com,619 Sunfield Hill,Mexico,4,MXD,46099,0.882787394,FALSE
100214,Vina,McRobert,vmcrobert2m@unicef.org,641 Reindahl Center,China,3,CHY,240000,411.9532228,FALSE
100215,Fabio,Stopper,fstopper3q@weather.com,39393 Superior Plaza,Mexico,4,MXD,51000,1.21094808,FALSE
100216,Neron,Menendez,nmenendez1v@networkadvertising.org,72 Knutson Point,Germany,2,EUR,44638,1.10878456,FALSE
100217,Reinwald,Taudevin,rtaudevin3a@mayoclinic.com,402 Continental Hill,Mexico,4,MXD,70000,0.950841823,FALSE
100218,Tallulah,Ferronet,tferronet2d@fotki.com,407 Darwin Crossing,China,3,CHY,600000,11.62391979,TRUE
100219,Isadore,Morville,imorvillex@vimeo.com,8716 Canary Parkway,U.S.A.,1,USD,31000,0.960505047,FALSE
100220,Garvey,MacCosto,gmaccosto3c@pbs.org,61 Springview Pass,Mexico,4,MXD,45800,0.985856595,FALSE
100221,Amalle,Celes,aceles2r@hc360.com,7944 Annamark Court,China,3,CHY,150500,11.6192843,FALSE
100222,Hailey,Edghinn,hedghinn17@acquirethisname.com,05 Namekagon Parkway,Germany,2,EUR,45000,0.939289287,FALSE
100223,Abe,Ghelardoni,aghelardoni42@prweb.com,47 Spohn Drive,Mexico,4,MXD,36400,1.015191063,FALSE
100224,Karyn,Mallindine,kmallindine1c@statcounter.com,16334 Michigan Circle,Germany,2,EUR,89000,1.077560196,FALSE
100225,Sutherland,Arro,sarro8@admin.ch,9950 Pawling Alley,U.S.A.,1,USD,50056,1.072539469,FALSE
100226,Chloris,Hebborne,chebbornem@hexun.com,0582 Myrtle Road,U.S.A.,1,USD,36000,0.993994095,FALSE
100227,Lolita,Fernihough,lfernihough14@studiopress.com,98 Sachs Parkway,Germany,2,EUR,100000,1.288417244,FALSE
100228,Egor,Trudgeon,etrudgeon1n@tumblr.com,0475 Luster Trail,Germany,2,EUR,70000,0.950827991,FALSE
100229,Lincoln,Augustine,laugustine2s@skyrock.com,2946 Manley Court,China,3,CHY,150000,1.461238916,FALSE
100230,Nissie,Burney,nburneyr@paginegialle.it,34 Dovetail Point,U.S.A.,1,USD,26500,1.277064222,FALSE
100231,Darby,Mandell,dmandell1z@ovh.net,922 Sachs Avenue,Germany,2,EUR,38000,1.12241924,FALSE
100232,Fonzie,Rasell,frasell44@eepurl.com,991 Scoville Trail,Mexico,4,MXD,46888,1.408782676,FALSE
100233,Bel,Hodgin,bhodgin2g@msu.edu,60 Bellgrove Court,Japan,3,CHY,600000,11.62391992,TRUE
100234,Sylvia,Holborn,sholborn13@paypal.com,83094 Packers Alley,Germany,2,EUR,69000,0.984589227,FALSE
100235,Dur,Atlee,datlee3k@hugedomains.com,39084 Thackeray Center,Mexico,4,MXD,46000,0.872862501,FALSE
100236,Cesaro,Kinnock,ckinnock18@liveinternet.ru,518 Center Way,Germany,2,EUR,50000,1.135326592,FALSE
100237,Clarette,Headford,cheadford23@flickr.com,674 International Plaza,Germany,2,EUR,70000,0.950833549,FALSE
100238,Wittie,Guarin,wguarint@vkontakte.ru,3 Graceland Hill,U.S.A.,1,USD,39200,0.999977414,FALSE
100239,Lavinia,Thorneloe,lthorneloe1f@ameblo.jp,09 Huxley Pass,Germany,2,EUR,95000,1.176616281,FALSE
100240,Katina,Borel,kborelo@github.io,629 Hansons Terrace,U.S.A.,1,USD,68000,0.983117414,FALSE
100241,Stuart,Dello,sdeldello3u@msu.edu,8669 Warner Park,Mexico,4,MXD,31000,0.960736025,FALSE
100242,Rosalia,Boseley,rboseleyi@sfgate.com,97917 Brentwood Alley,U.S.A.,1,USD,60000,1.234065142,FALSE
100243,Feodor,Tine,ftine1e@flickr.com,04 Moland Point,Germany,2,EUR,32000,1.065769236,FALSE
100244,Olivie,Knightly,oknightly34@godaddy.com,04375 Bunting Pass,China,3,CHY,150000,1.944149797,FALSE
100245,Saundra,Morphey,smorphey43@diigo.com,63 Red Cloud Parkway,Mexico,4,MXD,28000,1.032520451,FALSE
100246,Nettle,Gleadhall,ngleadhall3@umn.edu,511 Loftsgordon Plaza,U.S.A.,1,USD,29000,0.993059868,FALSE
100247,Nelson,McRinn,nmcrinn3p@economist.com,56053 Buell Terrace,Mexico,2,MXD,19999,1.02763384,FALSE
100248,Georgine,Racher,gracherf@webeden.co.uk,68311 Lake View Park,U.S.A.,1,USD,42500,1.566077068,FALSE
100249,Aurore,Grece,agrece24@technorati.com,093 Stuart Place,China,3,CHY,180000,219.166248,FALSE
100250,Briana,Catchpole,bcatchpole2c@over-blog.com,19005 Bluejay Park,China,3,CHY,900000,18.90588828,TRUE
